,Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
270,21,Male,Other,Undergraduate,Twitter,News,7.6,229,1.0,1.2,5.0,Very High,4.1
271,19,Male,UK,Undergraduate,Snapchat,Entertainment,2.0,100,5.5,2.7,7.5,Low,7.8
272,18,Male,Other,High School,Facebook,Networking,3.9,124,4.5,1.1,7.3,Medium,8.5
273,20,Male,Other,Undergraduate,TikTok,Entertainment,3.5,141,3.3,3.3,7.1,Low,8.1
274,18,Male,Other,High School,Twitter,News,7.3,216,1.0,1.5,5.3,Very High,5.0
275,23,Male,USA,Graduate,YouTube,Education,4.7,167,2.6,1.9,6.9,High,6.2
276,20,Male,Australia,Undergraduate,Twitter,News,7.3,244,1.0,1.4,5.3,Very High,6.0
277,19,Female,India,Undergraduate,LinkedIn,Education,3.8,151,5.3,1.6,7.4,Medium,6.9
278,22,Female,India,Undergraduate,Instagram,Entertainment,8.4,273,1.0,0.4,6.0,Very High,5.5
279,23,Female,India,Graduate,YouTube,Education,7.6,215,1.0,0.6,4.7,Very High,4.8
280,18,Male,Other,High School,Snapchat,Entertainment,5.9,172,1.9,1.5,6.2,High,6.1
281,20,Male,Australia,Undergraduate,Snapchat,Entertainment,5.8,182,1.3,1.6,5.8,Very High,4.9
282,24,Female,Other,Graduate,YouTube,Education,8.2,254,1.0,1.7,4.5,Very High,5.6
283,21,Male,Other,Undergraduate,Twitter,News,4.8,152,3.4,2.0,6.6,Medium,7.0
284,22,Female,Other,Undergraduate,Twitter,News,3.1,126,3.9,1.8,8.5,Low,7.0
285,18,Male,Other,High School,Instagram,Entertainment,7.5,221,1.0,2.2,5.4,Very High,5.5
286,24,Female,Other,Graduate,LinkedIn,Education,6.2,190,1.5,1.0,6.0,Very High,4.8
287,19,Male,Other,Undergraduate,Twitter,News,8.0,232,1.0,0.0,4.8,Very High,4.9
288,21,Female,Other,Undergraduate,Facebook,Networking,8.2,251,1.0,1.5,5.7,Very High,5.0
289,18,Female,Other,High School,TikTok,Entertainment,6.0,180,2.4,1.2,5.5,Very High,5.0
290,19,Female,Other,Undergraduate,YouTube,Education,4.8,150,2.7,2.5,6.9,High,6.9
291,24,Female,Other,Graduate,Instagram,Entertainment,5.3,166,3.7,1.6,6.4,High,6.8
292,23,Female,India,Graduate,Twitter,News,1.7,68,5.8,3.2,7.0,Medium,8.9
293,18,Male,Canada,High School,Twitter,News,1.9,84,6.7,2.0,7.3,Medium,8.9
294,21,Male,Other,Undergraduate,Instagram,Entertainment,7.7,249,1.0,1.0,5.8,Very High,5.1
295,24,Male,Other,Graduate,Twitter,News,5.9,204,2.5,0.9,5.9,High,4.4
296,20,Male,Australia,Undergraduate,YouTube,Education,2.4,118,4.8,1.6,8.7,Low,7.2
297,18,Male,Other,High School,LinkedIn,Education,6.5,191,1.7,1.8,5.0,Very High,5.0
298,20,Male,Other,Undergraduate,TikTok,Entertainment,6.9,226,1.5,1.1,5.3,Very High,5.1
299,19,Female,Germany,Undergraduate,Snapchat,Entertainment,5.4,183,2.0,0.7,7.3,Medium,6.3
300,21,Male,Other,Undergraduate,Instagram,Entertainment,1.7,99,6.5,3.0,8.1,Low,7.8
301,23,Female,Other,Graduate,TikTok,Entertainment,6.2,213,1.3,1.1,6.0,Very High,4.3
302,24,Female,Other,Graduate,Snapchat,Entertainment,8.0,237,1.0,0.7,5.6,Very High,6.0
303,22,Male,Canada,Undergraduate,Twitter,News,4.8,158,2.7,1.9,6.9,Medium,6.1
304,22,Male,Other,Undergraduate,LinkedIn,Education,8.0,243,1.0,0.9,4.5,Very High,5.4
305,20,Female,Other,Undergraduate,TikTok,Entertainment,3.9,157,5.4,2.1,8.8,Medium,8.5
306,24,Male,Other,Graduate,Snapchat,Entertainment,6.7,219,3.3,0.8,5.4,Very High,5.4
307,23,Male,Other,Graduate,Twitter,News,7.8,256,1.0,1.0,5.7,Very High,5.9
308,20,Female,Other,Undergraduate,TikTok,Entertainment,5.0,172,1.5,1.8,7.4,Medium,6.7
309,21,Female,Other,Undergraduate,Instagram,Entertainment,1.7,103,6.1,3.2,8.7,Low,7.4
310,22,Female,Other,Undergraduate,Snapchat,Entertainment,2.5,102,6.0,2.7,8.0,Medium,8.6
311,24,Male,Germany,Graduate,YouTube,Education,5.2,174,3.2,1.4,6.5,High,6.4
312,23,Male,Other,Graduate,TikTok,Entertainment,5.2,174,1.6,2.0,6.8,Medium,6.9
313,21,Female,Canada,Undergraduate,Facebook,Networking,4.7,171,3.4,1.3,7.1,High,6.5
314,22,Male,Australia,Undergraduate,Snapchat,Entertainment,5.7,189,1.0,1.3,7.4,High,6.9
315,21,Male,Canada,Undergraduate,YouTube,Education,3.8,146,5.7,1.5,9.0,Low,8.5
316,23,Female,Other,Graduate,Twitter,News,4.7,155,2.4,1.4,7.3,Medium,6.0
317,23,Female,Other,Graduate,Facebook,Networking,7.2,214,1.1,0.9,5.6,Very High,4.6
318,23,Male,India,Graduate,Twitter,News,8.4,248,1.0,1.0,5.6,Very High,5.7
319,22,Female,India,Undergraduate,Instagram,Entertainment,4.8,172,3.3,1.3,7.0,Medium,6.3
320,20,Male,Other,Undergraduate,Twitter,News,8.1,253,1.0,1.2,4.6,Very High,4.7
321,19,Male,Other,Undergraduate,TikTok,Entertainment,6.3,205,1.0,0.9,5.4,Very High,4.9
322,20,Male,Other,Undergraduate,LinkedIn,Education,7.6,227,1.0,0.7,4.6,Very High,5.0
323,20,Female,Other,Undergraduate,YouTube,Education,6.1,178,1.2,1.3,5.1,Very High,4.1
324,24,Female,Other,Graduate,Facebook,Networking,3.3,135,4.4,1.5,7.2,Medium,7.3
325,20,Male,Other,Undergraduate,YouTube,Education,2.9,126,3.7,2.3,7.6,Medium,7.6
326,19,Male,Other,Undergraduate,YouTube,Education,4.3,158,4.1,1.8,6.4,High,6.4
327,21,Male,Other,Undergraduate,Twitter,News,6.8,211,1.0,1.3,4.6,Very High,4.0
328,19,Male,Other,Undergraduate,YouTube,Education,8.1,240,1.0,1.3,4.5,Very High,5.8
329,24,Male,Other,Graduate,LinkedIn,Education,3.7,155,3.7,1.8,8.5,Low,8.0
330,24,Male,Canada,Graduate,Facebook,Networking,6.3,188,2.4,1.3,5.6,Very High,4.5
331,24,Female,Germany,Graduate,Twitter,News,5.5,176,2.4,1.9,4.6,Very High,4.8
332,19,Female,Other,Undergraduate,Facebook,Networking,5.4,186,3.3,2.3,6.7,High,6.6
333,19,Male,Other,Undergraduate,Facebook,Networking,5.3,192,2.3,1.3,6.8,High,6.4
334,20,Male,Other,Undergraduate,LinkedIn,Education,2.0,84,5.7,1.8,8.2,Low,7.7
335,21,Female,Australia,Undergraduate,LinkedIn,Education,5.7,203,2.9,0.7,6.8,High,6.6
336,23,Female,Germany,Graduate,Instagram,Entertainment,6.6,226,2.6,1.2,4.6,Very High,6.0
337,22,Male,Other,Undergraduate,LinkedIn,Education,6.6,201,1.0,2.0,4.8,Very High,4.7
338,18,Male,Other,High School,LinkedIn,Education,3.7,142,4.6,1.4,7.9,Medium,8.2
339,24,Female,Other,Graduate,Snapchat,Entertainment,6.7,193,2.1,1.3,4.9,Very High,4.2
340,23,Female,Australia,Graduate,Instagram,Entertainment,2.2,106,3.9,2.7,8.6,Low,7.7
341,23,Female,Germany,Graduate,Snapchat,Entertainment,6.1,193,1.9,2.1,5.3,High,5.7
342,18,Female,Other,High School,Facebook,Networking,7.7,234,1.0,1.0,5.4,Very High,4.0
343,18,Male,Other,High School,Snapchat,Entertainment,5.0,168,2.3,2.0,6.5,High,6.8
344,20,Female,Other,Undergraduate,YouTube,Education,5.9,207,2.5,0.1,5.0,Very High,5.6
345,18,Female,Other,High School,Twitter,News,8.0,250,1.0,1.2,5.4,Very High,5.7
346,20,Male,India,Undergraduate,LinkedIn,Education,7.5,243,1.0,1.1,5.2,Very High,5.2
347,22,Male,Other,Undergraduate,Instagram,Entertainment,6.0,184,1.2,1.5,5.8,Very High,5.5
348,18,Female,Other,High School,Twitter,News,5.6,189,1.4,1.6,5.6,High,4.4
349,23,Male,UK,Graduate,Twitter,News,3.9,153,3.8,2.5,7.3,Medium,7.0
350,21,Male,Other,Undergraduate,Facebook,Networking,5.9,176,2.0,1.6,4.6,Very High,5.2
351,24,Female,Other,Graduate,Facebook,Networking,3.8,150,5.1,2.7,7.5,Medium,8.8
352,18,Female,USA,High School,YouTube,Education,7.2,216,1.0,0.3,5.5,Very High,5.8
353,18,Male,Other,High School,Snapchat,Entertainment,1.6,86,5.7,2.3,8.4,Low,7.7
354,22,Male,UK,Undergraduate,Snapchat,Entertainment,8.1,266,1.1,0.8,5.4,Very High,5.1
355,18,Male,Other,High School,Instagram,Entertainment,7.1,222,1.1,0.8,5.9,Very High,4.8
356,23,Male,India,Graduate,Instagram,Entertainment,2.7,126,5.9,2.2,8.8,Low,8.4
357,24,Male,Other,Graduate,Snapchat,Entertainment,5.8,204,1.3,2.5,4.8,High,4.9
358,24,Male,Other,Graduate,Twitter,News,7.4,249,1.0,0.6,5.3,Very High,4.1
359,22,Male,Other,Undergraduate,Snapchat,Entertainment,6.3,186,2.1,2.3,5.6,Very High,4.2
360,24,Male,Other,Graduate,Instagram,Entertainment,7.5,212,1.0,0.9,5.7,Very High,5.7
361,18,Female,Other,High School,TikTok,Entertainment,8.0,235,1.0,1.0,4.8,Very High,5.3
362,24,Male,USA,Graduate,TikTok,Entertainment,4.4,149,4.2,1.4,6.3,Medium,6.2
363,21,Female,Other,Undergraduate,Twitter,News,8.0,244,1.0,2.2,5.2,Very High,5.6
364,24,Female,Germany,Graduate,TikTok,Entertainment,3.2,135,4.9,2.7,7.9,Medium,7.4
365,21,Female,Other,Undergraduate,LinkedIn,Education,2.0,101,6.4,2.3,8.7,Low,8.4
366,18,Male,Other,High School,Instagram,Entertainment,2.8,113,4.4,1.5,7.3,Low,8.2
367,19,Male,Other,Undergraduate,LinkedIn,Education,5.9,172,3.7,1.6,7.4,Very High,6.5
368,18,Female,USA,High School,Instagram,Entertainment,2.1,93,6.4,2.9,8.7,Low,7.9
369,23,Male,Canada,Graduate,Snapchat,Entertainment,6.0,187,2.3,1.2,6.5,High,6.1
370,19,Female,Other,Undergraduate,Facebook,Networking,6.1,207,1.0,1.1,4.6,Very High,4.3
371,21,Female,Other,Undergraduate,Facebook,Networking,2.5,118,5.1,3.3,8.7,Low,8.3
372,19,Male,UK,Undergraduate,Snapchat,Entertainment,3.8,140,3.2,2.5,6.6,Low,6.8
373,22,Male,USA,Undergraduate,YouTube,Education,5.5,196,3.8,2.0,5.2,Very High,4.6
374,20,Male,India,Undergraduate,Snapchat,Entertainment,5.6,200,3.8,2.1,5.8,Medium,5.1
375,22,Female,Other,Undergraduate,Snapchat,Entertainment,4.5,175,4.6,2.2,6.7,Medium,6.9
376,20,Female,Other,Undergraduate,LinkedIn,Education,5.5,185,3.6,1.5,6.5,High,6.8
377,18,Female,Other,High School,LinkedIn,Education,6.3,186,1.7,1.2,5.1,High,4.2
378,22,Female,UK,Undergraduate,Facebook,Networking,5.1,164,2.0,2.0,7.1,Medium,6.1
379,20,Female,Other,Undergraduate,Twitter,News,4.9,172,3.4,1.5,6.0,High,7.0
380,24,Female,Australia,Graduate,LinkedIn,Education,2.2,97,5.8,2.7,7.1,Low,7.1
381,21,Female,Other,Undergraduate,LinkedIn,Education,5.1,163,2.9,2.5,6.9,High,6.0
382,19,Male,USA,Undergraduate,LinkedIn,Education,6.0,184,2.0,1.7,5.5,High,4.7
383,22,Female,Other,Undergraduate,Instagram,Entertainment,7.0,229,1.2,1.3,5.8,High,4.3
384,22,Male,Australia,Undergraduate,YouTube,Education,6.2,210,1.2,2.2,5.5,Very High,4.8
385,20,Female,USA,Undergraduate,Facebook,Networking,6.4,222,1.0,1.3,5.5,Very High,5.7
386,22,Male,Other,Undergraduate,YouTube,Education,2.6,91,5.3,2.7,7.7,Low,8.9
387,22,Female,Other,Undergraduate,LinkedIn,Education,1.6,87,7.2,2.9,7.1,Medium,7.4
388,21,Male,Other,Undergraduate,Snapchat,Entertainment,3.8,121,5.0,1.9,6.7,Medium,6.8
389,19,Male,Other,Undergraduate,LinkedIn,Education,6.5,213,2.4,1.4,5.4,Very High,5.8
390,23,Male,Other,Graduate,YouTube,Education,3.8,150,4.1,2.9,6.7,Medium,6.3
391,24,Male,Other,Graduate,YouTube,Education,4.8,170,2.2,0.8,6.7,High,6.1
392,18,Female,Other,High School,Twitter,News,2.8,119,5.4,1.6,8.6,Low,8.0
393,19,Female,UK,Undergraduate,Snapchat,Entertainment,8.4,269,1.0,0.7,5.0,Very High,4.5
394,20,Female,USA,Undergraduate,Facebook,Networking,2.5,106,5.7,2.2,8.0,Low,9.0
395,22,Female,Germany,Undergraduate,Snapchat,Entertainment,6.6,194,1.6,1.1,4.7,Very High,5.4
396,22,Female,Other,Undergraduate,Facebook,Networking,2.9,97,5.3,2.7,7.0,Low,7.2
397,23,Male,Other,Graduate,Instagram,Entertainment,3.3,133,4.9,2.6,8.8,Low,9.0
398,22,Female,Australia,Undergraduate,YouTube,Education,3.0,134,4.6,1.5,8.3,Medium,7.8
399,23,Female,India,Graduate,Facebook,Networking,2.6,95,4.5,2.7,7.7,Low,8.7
400,22,Male,Other,Undergraduate,Facebook,Networking,6.7,196,1.0,0.8,5.1,Very High,4.7
401,23,Female,Other,Graduate,Instagram,Entertainment,6.7,206,1.0,1.3,5.8,Very High,5.5
402,20,Male,Other,Undergraduate,YouTube,Education,6.8,202,1.1,2.3,6.0,Very High,5.1
403,18,Male,Other,High School,Twitter,News,2.4,86,6.6,1.6,7.3,Low,8.4
404,23,Female,Other,Graduate,Twitter,News,4.5,164,4.7,2.4,6.9,High,6.1
405,23,Male,Other,Graduate,TikTok,Entertainment,6.6,209,1.0,1.8,5.6,High,5.0
406,19,Male,India,Undergraduate,Facebook,Networking,3.6,120,4.1,1.6,8.8,Medium,7.9
407,20,Male,Other,Undergraduate,LinkedIn,Education,2.0,89,5.4,2.7,7.6,Low,7.6
408,21,Female,India,Undergraduate,Facebook,Networking,3.9,142,3.4,2.0,7.8,Medium,7.1
409,20,Male,Other,Undergraduate,Instagram,Entertainment,5.5,172,2.2,1.9,6.7,High,6.8
410,18,Male,Other,High School,Instagram,Entertainment,6.7,220,2.4,1.4,4.8,Very High,5.8
411,21,Male,Other,Undergraduate,Snapchat,Entertainment,8.2,269,1.3,1.5,4.9,Very High,5.6
412,24,Male,Other,Graduate,Instagram,Entertainment,6.5,216,2.9,1.7,5.3,Very High,4.8
413,19,Female,USA,Undergraduate,LinkedIn,Education,2.9,115,5.0,2.6,8.9,Low,7.4
414,24,Male,Other,Graduate,TikTok,Entertainment,6.3,193,1.8,1.1,5.7,Very High,5.6
415,20,Female,UK,Undergraduate,TikTok,Entertainment,3.8,139,4.9,1.7,7.2,Medium,8.1
416,22,Female,Other,Undergraduate,Instagram,Entertainment,7.9,249,1.0,1.4,5.4,Very High,4.7
417,19,Female,Other,Undergraduate,LinkedIn,Education,5.6,174,3.2,2.1,6.3,Very High,6.4
418,21,Male,Other,Undergraduate,YouTube,Education,5.6,171,2.4,2.4,4.9,High,5.5
419,19,Female,Other,Undergraduate,LinkedIn,Education,4.6,169,3.7,1.8,7.2,High,6.5
420,20,Female,Other,Undergraduate,Snapchat,Entertainment,4.2,160,2.3,1.8,6.2,High,6.7
421,23,Male,Other,Graduate,LinkedIn,Education,6.1,205,1.1,0.7,5.6,Very High,4.5
422,20,Male,USA,Undergraduate,LinkedIn,Education,2.7,92,5.3,1.9,7.6,Low,8.9
423,20,Male,Other,Undergraduate,Instagram,Entertainment,7.0,239,1.0,1.5,5.3,Very High,5.1
424,20,Female,Other,Undergraduate,Twitter,News,5.7,167,2.3,1.9,5.2,High,5.5
425,18,Male,Other,High School,LinkedIn,Education,8.2,239,1.0,0.0,5.2,Very High,4.6
426,21,Female,Germany,Undergraduate,LinkedIn,Education,5.9,178,1.0,1.6,5.1,High,5.9
427,19,Male,Other,Undergraduate,Snapchat,Entertainment,5.8,196,2.2,0.9,5.6,Very High,4.5
428,18,Male,Other,High School,Snapchat,Entertainment,6.5,195,1.5,1.6,5.4,High,4.1
429,18,Male,Other,High School,TikTok,Entertainment,8.0,250,1.0,1.4,5.6,Very High,4.5
430,18,Female,Other,High School,Facebook,Networking,4.9,167,3.3,1.9,7.1,High,6.6
431,23,Male,Other,Graduate,YouTube,Education,3.9,134,5.1,2.3,8.5,Low,8.9
432,21,Male,Other,Undergraduate,Twitter,News,6.6,193,1.1,1.4,5.0,Very High,6.0
433,22,Male,Other,Undergraduate,Instagram,Entertainment,6.2,215,1.0,1.3,4.7,Very High,4.4
434,24,Male,UK,Graduate,Facebook,Networking,2.4,118,4.2,2.2,7.5,Low,7.1
435,18,Male,Other,High School,Instagram,Entertainment,2.8,123,4.8,2.5,8.8,Low,8.6
436,23,Male,Other,Graduate,YouTube,Education,1.6,79,6.1,2.6,7.1,Low,8.1
437,18,Female,Canada,High School,YouTube,Education,6.8,228,1.0,1.0,5.2,Very High,5.2
438,22,Male,Other,Undergraduate,Facebook,Networking,7.7,250,1.1,0.5,5.0,Very High,6.0
439,23,Female,Germany,Graduate,LinkedIn,Education,5.5,169,2.0,2.1,7.3,High,6.9
440,22,Male,Other,Undergraduate,TikTok,Entertainment,6.2,192,1.1,1.5,5.5,Very High,5.9
441,24,Female,Other,Graduate,LinkedIn,Education,4.6,172,3.8,1.4,6.8,High,6.4
442,18,Female,Other,High School,Snapchat,Entertainment,3.7,140,5.6,1.8,7.9,Medium,7.3
443,20,Male,India,Undergraduate,TikTok,Entertainment,8.2,255,1.0,1.0,5.8,Very High,5.9
444,18,Female,Other,High School,YouTube,Education,6.1,208,2.0,0.9,5.5,Very High,4.5
445,19,Female,Other,Undergraduate,Instagram,Entertainment,8.2,267,1.0,1.2,4.5,Very High,5.8
446,22,Female,USA,Undergraduate,YouTube,Education,7.2,244,1.2,1.2,4.6,Very High,5.4
447,23,Male,UK,Graduate,Snapchat,Entertainment,4.0,151,3.5,0.9,7.2,Medium,6.2
448,20,Female,Other,Undergraduate,LinkedIn,Education,3.3,133,5.5,2.4,7.5,Low,8.3
449,22,Male,India,Undergraduate,Snapchat,Entertainment,6.1,198,2.8,2.4,4.5,Very High,5.8
450,18,Female,India,High School,Facebook,Networking,6.8,225,2.3,2.1,4.8,Very High,4.2
451,24,Female,Other,Graduate,Instagram,Entertainment,7.7,237,1.4,0.6,4.8,Very High,4.8
452,23,Female,Other,Graduate,Instagram,Entertainment,7.6,232,1.0,1.6,4.7,Very High,5.6
453,24,Female,India,Graduate,Snapchat,Entertainment,4.7,178,3.0,1.5,6.6,High,6.8
454,20,Male,Other,Undergraduate,Facebook,Networking,4.9,149,2.4,1.9,7.4,Medium,6.1
455,23,Male,Other,Graduate,LinkedIn,Education,8.0,250,1.0,0.4,4.9,Very High,5.9
456,24,Male,Other,Graduate,YouTube,Education,7.2,212,1.0,0.9,5.9,Very High,5.9
457,22,Female,USA,Undergraduate,LinkedIn,Education,1.7,102,6.2,2.2,7.9,Low,8.3
458,24,Female,Other,Graduate,TikTok,Entertainment,4.6,174,4.9,2.3,6.8,High,6.5
459,18,Male,Australia,High School,Facebook,Networking,4.4,144,3.5,2.3,6.5,Medium,6.5
460,18,Female,Other,High School,YouTube,Education,1.8,89,6.0,1.9,7.9,Low,8.0
461,23,Female,USA,Graduate,YouTube,Education,7.7,255,1.0,0.9,4.9,Very High,5.8
462,18,Male,USA,High School,Facebook,Networking,4.5,166,3.5,1.5,7.2,Medium,6.5
463,23,Male,Other,Graduate,YouTube,Education,3.5,120,5.4,2.7,7.8,Medium,7.2
464,21,Female,Canada,Undergraduate,Instagram,Entertainment,3.4,126,5.9,2.7,7.0,Low,7.3
465,24,Male,Other,Graduate,TikTok,Entertainment,3.8,125,4.7,0.7,6.0,Low,6.1
466,23,Female,Australia,Graduate,Instagram,Entertainment,4.3,149,4.5,1.7,6.4,Medium,6.5
467,22,Female,UK,Undergraduate,Snapchat,Entertainment,4.1,135,4.6,1.6,6.1,Medium,6.2
468,21,Female,India,Undergraduate,YouTube,Education,2.5,94,5.7,3.2,7.2,Low,7.0
469,22,Female,Australia,Undergraduate,Facebook,Networking,8.0,240,1.0,0.9,5.1,Very High,4.9
470,23,Male,Other,Graduate,Snapchat,Entertainment,6.9,215,1.0,1.4,5.7,Very High,5.7
471,21,Male,UK,Undergraduate,LinkedIn,Education,7.6,251,1.0,1.5,6.0,Very High,4.5
472,18,Male,Other,High School,YouTube,Education,6.0,189,2.4,1.9,5.9,High,4.1
473,24,Male,Other,Graduate,LinkedIn,Education,7.0,226,1.4,1.1,5.0,Very High,4.5
474,23,Female,Other,Graduate,LinkedIn,Education,1.8,107,8.0,2.6,8.2,Low,7.2
475,23,Male,Other,Graduate,Facebook,Networking,4.9,181,3.1,1.9,6.3,High,6.1
476,19,Female,Other,Undergraduate,YouTube,Education,2.9,105,6.4,1.6,7.1,Medium,8.8
477,22,Female,Germany,Undergraduate,Facebook,Networking,7.2,233,1.0,1.2,5.4,Very High,5.7
478,22,Male,Other,Undergraduate,LinkedIn,Education,7.9,226,1.0,1.2,4.7,Very High,4.1
479,19,Female,Germany,Undergraduate,Instagram,Entertainment,2.5,91,5.4,2.0,8.3,Low,7.2
480,20,Female,Other,Undergraduate,Snapchat,Entertainment,5.8,176,1.1,0.8,7.2,High,6.1
481,20,Male,Other,Undergraduate,Facebook,Networking,5.9,206,1.9,2.2,5.8,High,4.7
482,18,Female,Other,High School,Twitter,News,5.2,167,3.5,2.7,6.8,High,6.9
483,21,Male,Other,Undergraduate,Snapchat,Entertainment,1.7,69,6.3,2.6,8.5,Low,7.7
484,19,Male,Other,Undergraduate,Facebook,Networking,3.8,148,4.1,2.0,7.4,Low,8.8
485,24,Male,Other,Graduate,LinkedIn,Education,5.1,170,3.1,1.7,6.5,High,6.8
486,23,Female,India,Graduate,Snapchat,Entertainment,1.5,74,5.7,2.7,7.2,Low,7.7
487,18,Female,UK,High School,Facebook,Networking,3.5,134,3.7,2.3,7.9,Medium,8.5
488,21,Female,Other,Undergraduate,Snapchat,Entertainment,5.4,165,1.5,1.3,6.3,High,6.5
489,21,Male,Other,Undergraduate,Facebook,Networking,7.4,231,1.0,1.1,5.3,Very High,5.5
490,19,Male,Other,Undergraduate,LinkedIn,Education,7.4,227,1.0,1.1,5.7,Very High,5.7
491,22,Female,Other,Undergraduate,LinkedIn,Education,2.0,100,6.6,2.6,7.5,Low,8.3
492,22,Male,Other,Undergraduate,Facebook,Networking,7.3,227,1.0,0.5,5.8,Very High,5.3
493,24,Female,Canada,Graduate,Facebook,Networking,5.8,181,2.7,1.3,5.5,High,4.1
494,21,Female,Other,Undergraduate,TikTok,Entertainment,7.6,252,1.0,1.2,5.2,Very High,4.1
495,22,Female,Other,Undergraduate,TikTok,Entertainment,3.8,150,3.8,2.7,7.4,Medium,6.8
496,20,Female,UK,Undergraduate,TikTok,Entertainment,2.9,133,6.3,3.1,7.5,Low,7.9
497,22,Female,Other,Undergraduate,Instagram,Entertainment,3.9,126,4.0,1.8,7.7,Medium,8.3
498,19,Male,Other,Undergraduate,YouTube,Education,6.0,200,2.3,1.1,5.6,Very High,4.2
499,19,Male,UK,Undergraduate,Instagram,Entertainment,7.4,223,1.0,1.8,5.2,Very High,4.7
500,20,Female,Germany,Undergraduate,LinkedIn,Education,3.2,124,4.2,2.5,8.9,Low,7.5
501,21,Female,Other,Undergraduate,Instagram,Entertainment,6.9,204,1.6,0.5,5.7,Very High,4.6
502,23,Male,USA,Graduate,Instagram,Entertainment,5.5,172,3.0,0.6,5.9,High,4.3
503,19,Male,Other,Undergraduate,LinkedIn,Education,6.2,197,2.4,1.3,4.7,Very High,4.3
504,20,Female,UK,Undergraduate,YouTube,Education,3.7,130,3.3,3.3,8.6,Medium,8.4
505,19,Female,Other,Undergraduate,YouTube,Education,7.2,230,1.0,1.7,5.9,Very High,5.0
506,21,Female,Other,Undergraduate,Twitter,News,6.2,218,1.0,1.2,5.4,Very High,5.4
507,21,Female,Canada,Undergraduate,Twitter,News,7.7,219,1.0,0.8,5.6,Very High,4.5
508,22,Male,USA,Undergraduate,Twitter,News,4.0,159,3.8,2.5,7.6,Medium,8.6
509,22,Female,USA,Undergraduate,LinkedIn,Education,4.2,143,3.5,2.1,6.8,High,6.5
510,24,Female,USA,Graduate,LinkedIn,Education,3.9,124,4.6,1.0,7.2,Medium,6.7
511,20,Female,Other,Undergraduate,YouTube,Education,3.3,146,5.2,1.8,7.4,Low,7.1
512,19,Female,Other,Undergraduate,Twitter,News,6.7,200,1.0,1.2,6.0,Very High,4.6
513,21,Male,Other,Undergraduate,Facebook,Networking,7.6,236,1.0,1.1,5.1,Very High,4.3
514,23,Male,Other,Graduate,Twitter,News,8.4,253,1.0,0.9,4.6,Very High,5.6
515,23,Female,UK,Graduate,Snapchat,Entertainment,7.0,217,1.2,1.5,5.6,High,5.9
516,24,Male,Canada,Graduate,Snapchat,Entertainment,5.5,172,2.1,2.2,4.6,Very High,5.1
517,21,Male,Other,Undergraduate,Instagram,Entertainment,2.0,97,6.0,2.7,7.1,Low,7.7
518,18,Female,Other,High School,YouTube,Education,6.3,209,1.3,1.4,5.5,High,4.2
519,24,Female,Other,Graduate,YouTube,Education,1.7,74,6.8,2.5,8.5,Low,8.8
520,18,Female,Other,High School,Snapchat,Entertainment,7.0,208,1.0,1.9,4.8,Very High,4.4
521,22,Male,Other,Undergraduate,Snapchat,Entertainment,4.8,175,4.0,1.7,6.4,High,6.4
522,24,Female,Other,Graduate,Facebook,Networking,6.4,197,2.2,1.0,5.0,Very High,4.5
523,21,Female,Other,Undergraduate,Twitter,News,1.7,100,5.9,2.8,7.3,Medium,8.0
524,20,Male,Other,Undergraduate,Instagram,Entertainment,5.0,172,3.4,2.0,7.0,Medium,6.8
525,21,Male,Other,Undergraduate,LinkedIn,Education,3.7,122,3.3,2.6,7.0,Medium,8.5
526,21,Male,Other,Undergraduate,YouTube,Education,8.0,251,2.0,1.0,5.0,Very High,4.6
527,22,Male,Australia,Undergraduate,YouTube,Education,2.2,96,4.7,2.2,8.6,Low,8.6
528,18,Female,Germany,High School,YouTube,Education,1.9,107,6.2,2.2,7.7,Low,7.8
529,18,Male,India,High School,Snapchat,Entertainment,5.3,161,2.6,2.3,6.3,High,6.6
530,18,Male,Other,High School,Snapchat,Entertainment,7.1,241,2.1,1.3,4.6,Very High,5.2
531,19,Female,Bangladesh,Undergraduate,Instagram,Entertainment,5.2,173,3.7,1.8,6.5,Medium,6.0
532,22,Male,India,Undergraduate,Twitter,News,2.1,83,5.4,2.3,7.5,Low,8.0
533,20,Female,USA,Undergraduate,TikTok,Entertainment,6.0,186,2.0,1.5,5.0,Very High,5.0
534,19,Female,Australia,Undergraduate,Instagram,Entertainment,7.2,241,2.0,2.2,4.5,Very High,4.0
535,19,Male,France,Undergraduate,Snapchat,Entertainment,4.8,162,1.9,2.2,6.2,Medium,5.0
536,21,Male,Russia,Undergraduate,YouTube,Education,3.7,142,6.5,1.2,6.8,High,7.0
537,24,Male,Sweden,Graduate,LinkedIn,Education,2.0,112,7.1,3.0,7.8,Low,8.0
538,21,Male,Denmark,Undergraduate,Facebook,Networking,3.5,127,4.4,1.6,6.7,Medium,7.0
539,20,Female,Netherlands,Undergraduate,Snapchat,Entertainment,4.7,176,3.6,1.9,5.9,High,6.0
540,23,Female,Switzerland,Graduate,LinkedIn,Education,2.5,97,5.6,2.1,7.3,Medium,8.0
