Age,Gender,Country,Academic_Level,Most_Used_Platform,Purpose_Of_Use,Avg_Daily_Usage_Hours,Daily_Unlocks,Study_Hours,Physical_Activity_Hours,Sleep_Hours_Per_Night,Stress_Level,Mental_Health_Score
20.0,Female,Australia,Undergraduate,Snapchat,Entertainment,7.5,235.0,1.0,1.3,5.2,Very High,
19.0,Male,India,Undergraduate,Snapchat,Entertainment,5.3,177.0,1.9,1.7,7.0,Medium,6.8
18.0,Male,Canada,High School,Twitter,News,6.2,212.0,1.8,1.2,4.7,Very High,4.2
19.0,Male,Other,Undergraduate,Facebook,Networking,5.2,171.0,1.8,1.7,6.5,High,6.1
21.0,Male,Other,Undergraduate,Facebook,Networking,5.5,178.0,2.0,3.0,5.7,High,6.0
20.0,Male,Canada,Undergraduate,Instagram,Entertainment,7.9,230.0,1.0,1.4,4.7,Very High,5.2
23.0,Male,Other,Graduate,Snapchat,Entertainment,7.7,234.0,,1.6,5.3,Very High,4.5
20.0,Male,Other,Undergraduate,YouTube,Education,3.9,128.0,4.6,2.4,6.7,Medium,6.0
21.0,Female,Other,Undergraduate,LinkedIn,Education,3.9,,2.3,2.8,6.9,Medium,6.1
21.0,Female,Canada,Undergraduate,YouTube,Education,5.9,211.0,2.3,1.4,6.0,High,5.1
18.0,Male,Other,High School,Facebook,Networking,3.8,141.0,4.3,,8.4,,8.3
19.0,Male,Other,Undergraduate,TikTok,Entertainment,7.4,221.0,1.0,,5.5,Very High,4.1
20.0,Female,Other,Undergraduate,LinkedIn,Education,7.2,232.0,2.1,1.6,5.9,Very High,4.2
19.0,Male,Other,Undergraduate,TikTok,Entertainment,6.1,209.0,1.0,1.0,4.6,Very High,4.9
22.0,Male,India,Undergraduate,Facebook,Networking,3.9,140.0,3.6,1.9,8.6,Low,8.3
20.0,Female,,Undergraduate,LinkedIn,Education,5.6,175.0,2.9,1.3,4.9,High,5.9
,Female,Other,Undergraduate,Snapchat,Entertainment,6.3,210.0,1.0,2.2,5.1,Very High,5.7
22.0,Female,Other,Undergraduate,Facebook,,,89.0,6.9,2.8,9.0,Low,7.1
19.0,Male,India,Undergraduate,YouTube,Education,,224.0,1.9,1.7,5.9,Very High,5.9
19.0,Female,USA,Undergraduate,YouTube,Education,5.2,167.0,3.5,2.0,7.0,High,6.7
21.0,Female,Germany,Undergraduate,LinkedIn,Education,7.1,216.0,1.0,1.2,5.5,Very High,4.4
23.0,Female,India,Graduate,Instagram,Entertainment,6.1,,2.6,1.6,4.6,Very High,5.2
20.0,Male,Other,Undergraduate,Twitter,News,7.9,222.0,1.0,0.4,5.4,Very High,5.3
19.0,Female,Canada,Undergraduate,Twitter,News,7.4,218.0,1.0,0.1,4.6,Very High,5.8
20.0,Female,UK,,TikTok,Entertainment,,,1.1,1.3,5.9,Very High,4.2
24.0,Male,Other,Graduate,YouTube,Education,5.2,170.0,3.0,1.9,6.5,Very High,6.0
21.0,Male,Other,Undergraduate,,News,5.8,192.0,1.5,2.2,5.4,High,4.9
21.0,Female,Other,Undergraduate,YouTube,Education,5.8,177.0,2.1,2.3,4.9,Very High,4.1
19.0,,Other,Undergraduate,Twitter,,2.2,93.0,5.7,3.2,7.6,Low,
24.0,Male,Germany,Graduate,Snapchat,Entertainment,6.9,227.0,1.4,0.8,5.3,,4.3
22.0,Female,Other,Undergraduate,Snapchat,Entertainment,6.9,234.0,1.9,1.1,4.6,Very High,4.3
20.0,Female,Other,Undergraduate,Facebook,Networking,6.3,182.0,1.0,1.7,5.9,High,5.3
24.0,Female,Other,Graduate,Twitter,News,4.4,160.0,3.5,3.2,6.2,Medium,6.2
23.0,Male,Germany,Graduate,TikTok,Entertainment,3.2,106.0,6.0,2.9,8.9,Low,8.0
21.0,Female,UK,Undergraduate,Facebook,Networking,7.6,235.0,1.0,1.7,5.9,Very High,4.7
22.0,Female,Other,Undergraduate,Instagram,Entertainment,3.5,147.0,3.8,1.9,8.7,Medium,8.0
,Male,Australia,Graduate,Snapchat,Entertainment,4.6,171.0,3.6,1.4,6.4,High,6.8
21.0,Female,Other,Undergraduate,Twitter,News,6.1,186.0,2.6,,4.5,Very High,5.3
22.0,Male,Other,Undergraduate,TikTok,Entertainment,3.3,117.0,4.7,1.6,8.2,Medium,7.4
24.0,Male,Other,Graduate,LinkedIn,Education,5.2,186.0,3.9,1.6,6.9,Medium,6.9
20.0,Female,UK,Undergraduate,LinkedIn,Education,5.9,204.0,2.8,1.5,5.5,Very High,4.3
23.0,Female,Other,Graduate,Twitter,News,6.1,188.0,2.6,2.3,5.1,Very High,4.9
21.0,Male,Other,Undergraduate,TikTok,Entertainment,3.9,122.0,4.5,1.8,7.7,Medium,
20.0,Male,Other,Undergraduate,Facebook,Networking,7.2,222.0,2.7,0.0,4.6,Very High,4.4
22.0,Female,Other,Undergraduate,,Education,7.9,246.0,1.0,1.3,5.6,Very High,5.3
18.0,Female,Other,High School,TikTok,Entertainment,7.5,229.0,1.0,0.8,5.8,Very High,4.6
24.0,Female,USA,Graduate,Twitter,News,6.4,222.0,2.9,1.4,6.0,High,5.2
21.0,Male,India,Undergraduate,Facebook,Networking,7.6,247.0,1.0,1.1,5.8,Very High,4.8
18.0,,Other,High School,Twitter,News,5.8,201.0,2.3,1.4,5.0,Very High,5.6
23.0,Female,,Graduate,Twitter,News,2.8,95.0,6.2,2.7,7.4,,8.4
20.0,Male,UK,Undergraduate,Facebook,Networking,6.3,216.0,1.0,0.7,4.7,Very High,4.3
23.0,Female,Canada,Graduate,Snapchat,Entertainment,4.3,162.0,2.7,1.7,7.4,Medium,6.1
20.0,Female,Germany,Undergraduate,Snapchat,Entertainment,8.2,244.0,1.0,1.3,4.8,Very High,4.0
18.0,Male,Other,High School,Twitter,News,6.9,220.0,1.0,1.0,5.9,Very High,
22.0,Male,Other,Undergraduate,Facebook,Networking,5.7,199.0,2.7,0.8,4.6,High,4.8
24.0,Female,Other,Graduate,TikTok,Entertainment,5.9,208.0,2.5,1.9,5.8,High,5.6
,Female,Other,Undergraduate,Snapchat,Entertainment,1.9,94.0,6.3,3.1,8.4,Low,8.1
23.0,Male,Other,Graduate,Snapchat,Entertainment,7.7,218.0,1.0,1.1,5.1,Very High,5.7
24.0,Male,Other,Graduate,Twitter,News,3.2,129.0,3.0,1.2,7.8,Medium,8.4
24.0,Female,Other,Graduate,TikTok,,1.7,,6.3,,8.7,Low,8.0
21.0,Male,India,Undergraduate,TikTok,Entertainment,7.8,222.0,1.0,0.2,5.0,Very High,4.5
21.0,Male,Germany,Undergraduate,Instagram,Entertainment,1.9,104.0,6.5,2.7,8.7,Low,8.1
19.0,Male,USA,Undergraduate,TikTok,Entertainment,7.5,220.0,1.1,0.7,4.9,Very High,4.2
21.0,Male,USA,Undergraduate,YouTube,Education,7.1,237.0,1.0,0.6,5.9,Very High,4.7
20.0,Female,Canada,Undergraduate,Facebook,Networking,4.3,154.0,4.3,1.7,6.4,High,
23.0,Male,Other,Graduate,Twitter,News,8.2,241.0,1.0,0.9,5.7,Very High,4.9
21.0,Female,Other,Undergraduate,TikTok,Entertainment,8.3,234.0,1.0,0.6,4.6,Very High,4.8
18.0,Female,Other,High School,Facebook,Networking,8.1,227.0,1.0,1.3,4.7,Very High,5.6
19.0,Male,Other,Undergraduate,TikTok,Entertainment,,174.0,3.1,1.6,7.0,High,6.1
20.0,Female,Other,Undergraduate,YouTube,Education,2.7,107.0,5.5,2.8,7.8,Low,7.5
18.0,Male,UK,High School,LinkedIn,Education,7.5,245.0,1.2,1.3,5.4,Very High,
24.0,Male,Other,Graduate,LinkedIn,Education,3.8,129.0,3.9,1.7,7.9,Low,8.8
21.0,Female,Other,Undergraduate,Instagram,,5.9,,2.5,,4.9,High,5.6
23.0,Male,Other,Graduate,Instagram,Entertainment,3.4,147.0,4.4,1.3,8.4,Low,7.3
19.0,Male,USA,Undergraduate,Twitter,News,3.9,126.0,4.0,2.2,6.6,Medium,6.9
19.0,Male,,Undergraduate,TikTok,Entertainment,7.9,247.0,1.0,0.8,5.4,Very High,4.2
24.0,Male,Other,Graduate,Instagram,Entertainment,2.1,114.0,4.3,1.3,7.2,Low,7.2
18.0,Male,Other,High School,Snapchat,Entertainment,6.3,194.0,1.0,1.2,4.5,Very High,5.2
24.0,Male,Other,Graduate,,Education,4.4,137.0,2.4,1.4,7.5,,
21.0,Female,Australia,Undergraduate,,News,3.7,152.0,2.4,2.9,6.7,Medium,6.6
24.0,Female,USA,Graduate,YouTube,Education,7.4,228.0,1.0,0.3,5.9,Very High,4.3
21.0,Female,India,Undergraduate,LinkedIn,Education,4.4,136.0,4.2,1.2,6.4,High,6.4
23.0,Male,Other,Graduate,LinkedIn,Education,2.5,120.0,5.3,2.9,7.1,Low,8.8
19.0,Female,Germany,Undergraduate,Facebook,Networking,6.5,,1.7,2.1,5.9,Very High,5.3
21.0,Female,Other,Undergraduate,Twitter,News,3.7,119.0,5.2,,8.2,Low,7.3
22.0,Female,Australia,Undergraduate,TikTok,Entertainment,7.6,,1.5,0.8,5.2,Very High,4.5
18.0,,India,High School,Instagram,Entertainment,6.8,195.0,1.1,1.6,4.6,Very High,4.1
23.0,Male,Other,Graduate,Instagram,Entertainment,7.5,250.0,1.6,0.0,5.7,Very High,4.5
24.0,Female,Other,Graduate,YouTube,Education,7.1,202.0,1.0,0.3,4.7,Very High,4.0
24.0,Male,Canada,Graduate,Twitter,News,6.7,223.0,1.0,1.2,6.0,Very High,4.5
19.0,Male,Other,Undergraduate,Twitter,News,3.6,135.0,3.9,2.9,6.9,Medium,6.8
21.0,Male,Other,Undergraduate,Snapchat,Entertainment,3.1,,3.7,2.0,7.5,Medium,8.9
21.0,Male,Other,Undergraduate,TikTok,Entertainment,5.2,187.0,2.1,1.8,6.4,High,7.0
18.0,Female,Other,High School,LinkedIn,Education,4.7,177.0,3.0,2.4,6.2,High,6.4
19.0,Male,Other,Undergraduate,YouTube,Education,2.9,102.0,5.7,3.3,8.0,Medium,7.4
23.0,Female,Other,Graduate,Snapchat,Entertainment,3.6,115.0,5.8,1.8,8.4,,8.4
20.0,Female,USA,Undergraduate,TikTok,Entertainment,5.6,169.0,1.3,1.6,6.8,High,6.5
22.0,Male,Other,Undergraduate,Facebook,Networking,5.2,182.0,,2.6,7.2,Medium,6.0
,Female,Canada,Graduate,YouTube,Education,1.7,89.0,5.5,1.8,7.1,Medium,7.5
19.0,Male,,Undergraduate,YouTube,Education,3.7,120.0,4.7,2.6,7.0,Medium,6.7
22.0,Male,Australia,Undergraduate,Instagram,Entertainment,1.5,71.0,6.4,2.1,8.7,Low,8.6
21.0,Male,India,Undergraduate,Instagram,Entertainment,4.4,156.0,2.1,2.0,7.3,Medium,6.1
21.0,Male,,Undergraduate,Instagram,Entertainment,7.4,239.0,1.3,1.0,4.8,High,4.8
22.0,Female,Other,Undergraduate,Facebook,Networking,4.0,138.0,3.5,1.5,6.0,High,6.2
20.0,Male,Other,Undergraduate,Twitter,News,2.0,112.0,5.6,,7.7,,7.7
20.0,Male,Other,Undergraduate,LinkedIn,Education,5.7,206.0,1.4,1.7,5.5,High,6.0
18.0,Male,Other,High School,LinkedIn,Education,4.5,167.0,3.0,2.4,6.1,High,6.4
24.0,Male,Canada,Graduate,TikTok,Entertainment,3.2,,5.1,2.1,7.5,Medium,8.0
20.0,Female,Other,Undergraduate,Twitter,,6.7,227.0,1.1,1.4,5.1,High,5.7
21.0,Male,Other,,Snapchat,Entertainment,8.3,261.0,,1.2,,Very High,5.0
18.0,Female,Other,High School,Snapchat,Entertainment,3.2,125.0,5.1,1.7,7.8,Medium,8.5
19.0,Female,Other,Undergraduate,TikTok,Entertainment,5.9,189.0,3.2,1.9,6.3,High,
21.0,Male,Other,Undergraduate,YouTube,Education,5.2,188.0,2.5,2.1,6.6,High,6.3
22.0,Male,Other,Undergraduate,LinkedIn,Education,3.5,134.0,3.3,3.4,8.1,Low,7.2
22.0,Male,USA,,YouTube,Education,8.0,232.0,1.0,0.8,5.2,Very High,4.7
21.0,Female,Other,Undergraduate,TikTok,Entertainment,7.3,246.0,1.0,,5.8,Very High,5.6
21.0,Male,Other,Undergraduate,YouTube,Education,6.3,184.0,2.6,1.8,5.9,,4.5
,Male,Other,Undergraduate,Snapchat,Entertainment,8.4,262.0,1.0,1.3,4.7,Very High,5.4
19.0,Male,USA,Undergraduate,LinkedIn,Education,2.4,111.0,5.5,2.1,7.2,Low,8.6
23.0,Female,,Graduate,Instagram,Entertainment,6.4,208.0,1.9,,5.4,High,5.4
24.0,Female,Other,Graduate,LinkedIn,Education,4.8,147.0,4.8,2.1,6.7,High,6.4
23.0,Female,Other,Graduate,Snapchat,Entertainment,7.7,236.0,2.0,0.7,5.3,Very High,5.3
21.0,Male,Other,Undergraduate,Facebook,Networking,6.7,227.0,1.4,1.1,4.6,Very High,4.5
20.0,Female,Other,Undergraduate,Facebook,Networking,2.9,106.0,5.2,2.3,8.4,Medium,8.4
,Female,Other,Undergraduate,LinkedIn,Education,8.3,259.0,1.0,,,Very High,4.5
18.0,Male,Other,High School,LinkedIn,Education,2.5,121.0,4.8,2.1,8.7,Medium,8.6
18.0,Female,Other,High School,Facebook,Networking,6.2,218.0,2.1,0.5,5.1,Very High,5.2
24.0,Male,Other,Graduate,Snapchat,Entertainment,,115.0,5.2,1.3,8.5,,7.6
18.0,Female,Other,High School,LinkedIn,Education,4.8,157.0,3.5,1.2,6.8,Medium,6.3
20.0,Male,India,Undergraduate,Instagram,Entertainment,7.6,242.0,1.0,0.4,5.4,Very High,4.1
19.0,Female,Other,Undergraduate,Facebook,Networking,4.5,156.0,2.2,1.8,6.2,High,6.6
21.0,Male,Other,Undergraduate,TikTok,Entertainment,2.6,115.0,3.7,1.8,7.4,Low,8.9
22.0,Female,Other,Undergraduate,YouTube,Education,2.3,111.0,4.8,2.1,8.8,Low,9.0
20.0,Male,Other,Undergraduate,Twitter,News,2.8,123.0,4.8,,8.2,Medium,7.3
19.0,Male,Other,Undergraduate,Instagram,Entertainment,7.0,209.0,1.0,1.0,4.7,Very High,
23.0,Female,Other,Graduate,YouTube,Education,5.6,,3.9,2.3,6.6,High,6.5
21.0,Male,UK,Undergraduate,Instagram,Entertainment,3.5,133.0,5.4,2.5,8.5,Medium,8.4
18.0,Female,USA,High School,Twitter,News,5.9,209.0,1.3,1.5,4.5,High,5.8
19.0,Male,Other,Undergraduate,LinkedIn,,2.4,111.0,5.9,2.2,8.4,Low,7.6
,Female,Other,Undergraduate,Facebook,Networking,6.4,,1.3,1.2,5.5,Very High,4.3
21.0,Female,,Undergraduate,Twitter,News,2.7,131.0,5.1,2.5,7.5,Medium,7.9
24.0,Male,India,Graduate,Instagram,Entertainment,8.2,269.0,1.0,1.2,4.8,Very High,4.5
22.0,Male,Other,Undergraduate,Instagram,Entertainment,1.9,101.0,6.6,2.1,7.2,Medium,8.2
21.0,Male,Other,Undergraduate,Instagram,Entertainment,5.4,183.0,2.3,1.7,6.6,High,6.5
21.0,Female,USA,Undergraduate,Snapchat,,6.1,181.0,2.8,0.5,5.3,High,6.0
23.0,Female,Other,Graduate,Instagram,Entertainment,7.4,225.0,1.0,1.3,5.3,Very High,
24.0,Male,Germany,Graduate,LinkedIn,Education,7.1,221.0,1.0,1.6,5.8,Very High,4.2
21.0,,Australia,Undergraduate,Instagram,Entertainment,5.7,198.0,4.4,1.4,7.5,Medium,6.6
20.0,Female,Other,Undergraduate,Twitter,News,1.8,93.0,6.4,3.5,7.2,Low,7.5
22.0,Female,Other,Undergraduate,YouTube,Education,7.9,239.0,1.2,0.6,5.1,Very High,4.9
24.0,Male,Other,Graduate,Twitter,News,8.1,232.0,1.0,1.1,6.0,Very High,4.8
24.0,Female,Other,Graduate,Instagram,Entertainment,3.6,,4.9,2.1,6.9,Medium,6.5
,Male,India,Undergraduate,Facebook,Networking,7.8,237.0,1.0,1.0,5.5,Very High,5.7
22.0,Female,Other,Undergraduate,Instagram,Entertainment,7.0,,1.0,1.2,5.9,Very High,4.0
22.0,Female,Canada,Undergraduate,TikTok,Entertainment,7.7,228.0,1.0,1.1,5.8,Very High,4.2
,Female,Other,Graduate,Snapchat,Entertainment,5.7,202.0,2.6,2.0,6.9,High,6.4
19.0,Female,Other,Undergraduate,LinkedIn,Education,4.9,151.0,2.4,2.5,6.6,,6.5
24.0,Female,USA,,Instagram,Entertainment,7.6,231.0,1.0,1.1,5.3,Very High,4.9
19.0,Female,India,Undergraduate,Snapchat,Entertainment,8.5,257.0,1.0,1.3,5.8,Very High,4.8
22.0,Female,India,Undergraduate,TikTok,Entertainment,6.6,193.0,1.7,1.0,5.3,Very High,5.0
20.0,Female,Other,,Snapchat,Entertainment,7.5,218.0,1.0,1.5,5.9,Very High,4.6
24.0,Female,Other,Graduate,YouTube,Education,7.5,,1.0,0.7,,Very High,
23.0,Male,Other,Graduate,Facebook,Networking,8.2,252.0,1.0,1.5,5.7,Very High,4.0
20.0,Female,UK,Undergraduate,YouTube,Education,5.3,165.0,3.4,2.8,7.1,High,6.6
,Female,Other,Undergraduate,LinkedIn,Education,4.9,153.0,1.6,1.7,7.0,High,6.7
21.0,Female,USA,Undergraduate,,Entertainment,5.8,187.0,1.9,0.5,5.8,Very High,5.1
23.0,Male,Other,Graduate,LinkedIn,Education,6.4,213.0,1.0,1.1,5.4,Very High,4.3
18.0,,Other,High School,Snapchat,Entertainment,3.8,149.0,3.0,2.7,6.2,Medium,6.8
22.0,Female,USA,Undergraduate,Facebook,Networking,3.8,127.0,5.3,2.3,6.9,High,6.5
18.0,Male,Australia,High School,Twitter,News,4.0,154.0,4.7,2.1,7.4,Medium,6.5
21.0,Male,Other,Undergraduate,LinkedIn,Education,8.0,260.0,1.0,1.5,,Very High,
,Female,Other,Graduate,Snapchat,Entertainment,8.3,241.0,1.0,,5.6,Very High,5.8
19.0,Male,USA,,LinkedIn,Education,5.8,171.0,1.0,2.2,5.3,High,5.0
,Male,Other,Graduate,Snapchat,Entertainment,6.2,218.0,1.4,1.9,5.3,Very High,5.0
,Male,Other,High School,,Entertainment,2.3,102.0,,3.2,7.5,Medium,8.2
19.0,Female,Other,Undergraduate,YouTube,Education,6.2,211.0,2.1,,5.8,Very High,4.3
20.0,,Other,,Instagram,Entertainment,7.0,212.0,1.0,1.7,4.5,Very High,5.9
24.0,Male,Other,Graduate,LinkedIn,Education,3.8,131.0,,1.9,7.2,,8.9
18.0,Female,Other,High School,TikTok,Entertainment,3.3,116.0,3.5,1.9,8.6,Low,8.7
,Female,USA,Undergraduate,Instagram,Entertainment,1.5,70.0,6.3,3.5,8.2,Low,8.2
18.0,Male,Other,High School,YouTube,Education,6.7,210.0,1.4,,5.8,Very High,4.5
23.0,,India,Graduate,YouTube,Education,2.9,101.0,5.0,2.7,7.7,Medium,7.6
24.0,Female,Other,Graduate,YouTube,Education,3.2,138.0,5.4,2.3,7.7,Medium,7.9
21.0,Female,Other,Undergraduate,Twitter,News,6.0,195.0,2.3,,5.9,High,4.1
21.0,Female,Other,Undergraduate,YouTube,Education,3.2,141.0,5.3,2.2,7.6,Low,7.6
22.0,Male,Other,Undergraduate,Snapchat,Entertainment,2.3,102.0,5.1,3.1,8.1,Low,7.3
22.0,Male,Other,Undergraduate,YouTube,Education,8.1,239.0,1.0,1.3,5.6,Very High,5.4
21.0,Male,Other,Undergraduate,Twitter,News,3.5,132.0,5.8,1.3,7.5,Low,8.9
21.0,Male,USA,Undergraduate,TikTok,Entertainment,5.8,176.0,1.4,1.4,5.5,High,5.4
24.0,Female,Other,Graduate,Twitter,,2.9,129.0,4.4,3.2,8.0,Medium,7.0
22.0,Male,Other,Undergraduate,YouTube,Education,6.0,203.0,3.1,1.4,6.7,High,6.4
19.0,Male,USA,Undergraduate,YouTube,Education,5.8,175.0,2.0,0.6,5.3,Very High,5.8
19.0,Male,Other,Undergraduate,Facebook,Networking,4.9,170.0,4.2,2.7,6.0,High,6.3
20.0,Male,Other,Undergraduate,TikTok,Entertainment,5.6,186.0,2.0,1.9,6.8,Medium,6.8
18.0,Male,Other,High School,YouTube,Education,5.6,173.0,3.6,1.6,,Very High,5.7
19.0,Male,Other,,TikTok,Entertainment,7.5,216.0,1.0,0.9,4.7,Very High,4.1
20.0,Female,Other,Undergraduate,Instagram,Entertainment,8.2,260.0,1.0,1.5,5.8,Very High,4.9
18.0,Female,Other,High School,YouTube,Education,7.4,220.0,1.9,0.9,5.8,Very High,4.7
18.0,Female,Australia,High School,LinkedIn,Education,6.3,202.0,1.4,2.0,5.9,Very High,
23.0,,Other,Graduate,LinkedIn,Education,2.1,86.0,5.1,2.7,8.1,Low,8.8
19.0,Male,Australia,Undergraduate,YouTube,Education,5.7,,,1.7,6.0,High,5.8
,,Canada,Undergraduate,TikTok,Entertainment,7.1,203.0,1.3,1.3,4.5,Very High,4.5
23.0,Male,Other,Graduate,Snapchat,Entertainment,5.6,179.0,1.1,1.5,5.8,High,4.0
,Female,Other,Graduate,Instagram,Entertainment,7.5,233.0,1.0,,5.9,Very High,5.2
24.0,Female,India,Graduate,Snapchat,Entertainment,3.0,117.0,4.6,1.8,7.1,Medium,7.2
21.0,Female,Germany,Undergraduate,YouTube,,3.7,141.0,5.2,1.3,8.7,Low,
21.0,Male,Other,Undergraduate,TikTok,Entertainment,3.6,122.0,2.5,2.4,8.5,Medium,7.1
19.0,Female,Other,Undergraduate,YouTube,Education,5.4,177.0,2.0,,6.4,High,6.6
23.0,Male,Other,Graduate,Facebook,Networking,,105.0,4.7,2.7,7.7,Low,7.9
,Female,Other,Undergraduate,TikTok,Entertainment,5.8,183.0,1.5,1.8,5.7,High,4.1
21.0,,Other,Undergraduate,Instagram,Entertainment,4.5,143.0,3.7,1.7,6.4,High,6.7
24.0,Male,Other,Graduate,Snapchat,Entertainment,6.3,215.0,1.6,1.8,5.3,Very High,4.3
23.0,Female,Germany,Graduate,Instagram,Entertainment,7.9,253.0,1.0,1.0,5.6,,5.1
24.0,Female,Other,Graduate,TikTok,Entertainment,6.0,202.0,1.9,1.3,4.9,High,5.4
19.0,Male,Other,Undergraduate,YouTube,,5.0,181.0,3.2,1.6,6.2,Medium,6.4
18.0,Female,UK,High School,Facebook,Networking,6.7,223.0,,2.3,5.8,Very High,4.6
23.0,Male,India,Graduate,Twitter,News,7.2,234.0,1.4,0.3,5.3,Very High,6.0
21.0,Female,India,Undergraduate,LinkedIn,Education,3.8,140.0,4.7,2.3,7.2,Medium,7.5
22.0,Female,Other,Undergraduate,YouTube,Education,4.6,140.0,3.7,1.0,6.4,Medium,6.0
22.0,Male,Other,Undergraduate,Snapchat,Entertainment,5.7,,2.7,1.5,6.6,,6.4
22.0,Female,Other,Undergraduate,YouTube,Education,6.3,192.0,1.9,,,Very High,5.0
19.0,Male,Other,Undergraduate,LinkedIn,Education,7.9,252.0,1.7,0.0,5.8,Very High,4.1
23.0,,Other,Graduate,Snapchat,Entertainment,5.0,168.0,2.9,1.9,6.1,High,6.6
21.0,Female,Other,Undergraduate,TikTok,Entertainment,3.5,148.0,4.3,1.9,7.5,High,9.0
22.0,Female,Other,Undergraduate,LinkedIn,,5.2,178.0,2.2,0.7,7.2,High,6.3
19.0,Female,Other,Undergraduate,YouTube,Education,2.7,114.0,4.5,2.7,8.6,Low,7.5
23.0,Female,Other,Graduate,Twitter,News,6.5,223.0,1.0,,5.6,High,4.6
23.0,Male,Other,Graduate,TikTok,,4.1,146.0,3.2,2.7,7.4,High,6.9
23.0,Male,Other,Graduate,LinkedIn,Education,2.4,100.0,5.5,2.6,7.1,Medium,7.1
22.0,Male,India,,Twitter,News,5.1,166.0,3.2,1.7,6.3,,6.9
18.0,Male,Other,High School,Twitter,,5.9,207.0,,2.2,6.0,Very High,6.5
19.0,Female,Germany,Undergraduate,TikTok,Entertainment,5.7,197.0,,2.4,5.2,Very High,4.1
24.0,,Other,Graduate,Twitter,News,8.2,235.0,1.0,1.5,5.0,Very High,4.7
19.0,Male,Other,Undergraduate,TikTok,Entertainment,6.9,216.0,1.7,0.8,5.0,Very High,5.6
21.0,Male,Other,Undergraduate,Twitter,News,7.6,229.0,1.0,1.2,5.0,Very High,4.1
19.0,Male,UK,Undergraduate,Snapchat,Entertainment,2.0,100.0,5.5,2.7,7.5,Low,7.8
18.0,Male,Other,High School,Facebook,Networking,3.9,124.0,4.5,1.1,7.3,Medium,8.5
19.0,Female,Other,Undergraduate,LinkedIn,,4.5,165.0,3.7,2.1,,Medium,6.3
20.0,Male,Other,Undergraduate,TikTok,Entertainment,3.5,141.0,3.3,3.3,7.1,Low,8.1
18.0,Male,Other,High School,Twitter,News,7.3,216.0,1.0,1.5,5.3,Very High,5.0
21.0,Female,USA,Undergraduate,Facebook,,3.7,123.0,4.5,2.8,7.5,Medium,8.3
23.0,Male,USA,Graduate,YouTube,Education,4.7,167.0,2.6,1.9,6.9,High,6.2
18.0,Male,Other,High School,YouTube,,5.3,167.0,2.9,1.6,6.9,High,6.4
20.0,Male,Australia,Undergraduate,Twitter,News,7.3,244.0,1.0,1.4,5.3,Very High,6.0
19.0,Female,India,Undergraduate,LinkedIn,Education,3.8,151.0,5.3,1.6,7.4,Medium,6.9
22.0,Female,India,Undergraduate,Instagram,Entertainment,8.4,273.0,1.0,0.4,6.0,Very High,5.5
19.0,,Other,Undergraduate,Twitter,News,8.3,253.0,1.0,1.6,4.7,Very High,4.6
21.0,Male,,Undergraduate,Snapchat,Entertainment,4.0,162.0,4.3,2.7,6.6,,6.9
23.0,Female,India,Graduate,YouTube,Education,7.6,215.0,1.0,0.6,4.7,Very High,4.8
23.0,Female,Other,Graduate,,Networking,5.3,168.0,1.8,2.2,7.3,High,6.2
18.0,Male,Other,High School,Snapchat,Entertainment,5.9,172.0,1.9,1.5,6.2,High,6.1
22.0,Female,Other,Undergraduate,TikTok,Entertainment,4.1,154.0,3.0,2.1,6.4,,6.9
22.0,Male,Other,,TikTok,Entertainment,5.6,,,1.8,6.1,High,6.3
,Female,Other,Undergraduate,Facebook,Networking,8.4,246.0,1.2,1.4,5.2,Very High,5.1
20.0,Male,Australia,Undergraduate,Snapchat,Entertainment,5.8,182.0,1.3,1.6,5.8,Very High,4.9
24.0,Female,Other,Graduate,YouTube,Education,8.2,254.0,1.0,1.7,4.5,Very High,5.6
21.0,Male,Other,Undergraduate,Twitter,News,4.8,152.0,3.4,2.0,6.6,Medium,7.0
21.0,Female,Germany,Undergraduate,Snapchat,Entertainment,,235.0,1.7,1.4,4.9,Very High,5.1
22.0,Female,Other,Undergraduate,Twitter,News,3.1,126.0,3.9,1.8,8.5,Low,7.0
18.0,Male,Other,High School,Instagram,Entertainment,7.5,221.0,1.0,2.2,5.4,Very High,5.5
20.0,Female,Other,Undergraduate,Snapchat,Entertainment,3.9,131.0,5.6,2.3,6.3,Medium,
20.0,Female,USA,,LinkedIn,Education,,216.0,1.0,1.6,,Very High,4.1
22.0,Male,Other,Undergraduate,TikTok,Entertainment,6.3,205.0,1.0,0.6,5.4,,6.0
24.0,Female,Other,Graduate,LinkedIn,Education,6.2,190.0,1.5,1.0,6.0,Very High,4.8
21.0,Female,Other,Undergraduate,LinkedIn,Education,,162.0,2.7,2.4,6.8,Medium,6.3
18.0,Male,,High School,Instagram,Entertainment,3.0,121.0,5.7,2.4,7.7,Medium,8.5
19.0,Male,Other,Undergraduate,Twitter,News,8.0,232.0,1.0,0.0,4.8,Very High,4.9
21.0,Female,Other,Undergraduate,Facebook,Networking,8.2,251.0,1.0,1.5,5.7,Very High,5.0
18.0,Female,Other,High School,TikTok,Entertainment,6.0,180.0,2.4,1.2,5.5,Very High,5.0
19.0,Female,Other,Undergraduate,YouTube,Education,4.8,150.0,2.7,2.5,6.9,High,6.9
24.0,Female,Other,Graduate,Instagram,Entertainment,5.3,166.0,3.7,1.6,6.4,High,6.8
