,Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
489,college,5.9,4.5,0.1,82.0,5,5,6,0
490,working_student,4.3,8.8,4.0,87.7,8,6,1,1
491,school,6.9,3.6,4.7,81.4,6,6,4,0
492,college,6.0,3.2,4.5,87.1,4,6,10,0
493,school,5.9,4.1,2.0,91.3,6,4,5,1
494,college,6.6,1.7,3.4,57.9,6,1,11,0
495,college,6.8,5.4,0.8,82.5,4,6,1,0
496,college,4.5,4.9,3.1,71.7,9,8,1,1
497,working_student,6.6,8.0,3.4,71.2,1,6,12,0
498,college,6.4,2.7,1.5,93.1,3,2,2,0
499,college,6.3,8.4,3.5,95.2,7,6,11,0
500,college,4.9,7.3,4.9,85.7,5,5,2,1
501,working_student,5.3,2.8,4.5,91.4,6,7,9,0
502,college,7.3,4.5,4.0,75.4,5,4,1,0
503,school,8.2,4.3,6.1,79.3,1,5,3,0
504,college,8.6,5.4,2.7,70.5,5,6,10,0
505,college,5.8,5.0,5.2,79.4,6,5,3,1
506,working_student,5.2,5.8,2.6,82.0,7,9,4,1
507,college,3.1,4.0,4.0,87.5,4,8,4,1
508,school,6.0,0.9,0.5,96.9,8,5,2,1
509,school,8.8,3.8,3.3,94.4,5,4,6,0
510,college,8.1,0.6,1.5,79.1,7,9,8,0
511,college,6.2,5.3,5.2,92.1,4,3,1,0
512,college,4.7,6.4,2.6,85.2,3,8,1,0
513,working_student,7.5,2.8,1.9,89.9,6,3,4,0
514,college,8.4,4.5,2.5,83.0,8,2,8,1
515,school,9.2,1.7,2.3,73.4,6,10,3,1
516,school,7.0,1.7,0.5,92.8,7,6,7,0
517,college,6.2,2.7,7.2,89.8,8,3,8,1
518,college,3.6,5.0,0.6,59.5,5,5,12,0
519,college,4.9,3.0,5.0,88.2,2,6,8,0
520,college,5.3,5.7,3.5,61.8,7,6,5,1
521,college,6.0,0.3,2.3,76.9,5,10,7,0
522,college,6.4,4.5,4.3,83.5,5,9,2,1
523,college,7.4,3.4,8.3,76.7,2,4,7,0
524,college,6.6,4.5,3.8,91.2,5,8,6,0
525,working_student,7.5,4.5,1.2,93.1,7,5,11,1
526,college,5.3,4.0,0.1,84.2,5,6,10,0
527,college,5.3,4.3,5.5,87.7,5,9,3,0
528,college,6.9,2.8,1.0,97.8,6,2,5,0
529,school,7.0,2.2,2.3,82.0,5,9,3,0
530,college,5.2,7.1,5.1,79.1,3,4,10,0
531,college,7.6,5.7,2.3,76.6,6,5,7,0
532,college,6.7,1.3,5.2,69.3,10,8,1,1
533,school,7.0,4.0,6.1,90.8,8,2,10,1
534,college,6.8,6.4,1.6,75.0,2,6,9,0
535,school,6.4,2.7,1.7,96.5,7,3,9,0
536,college,7.9,2.9,1.2,88.5,5,6,4,0
537,college,7.0,3.3,4.4,86.3,4,9,2,0
538,college,7.6,3.7,4.9,66.1,5,6,4,0
539,school,9.4,1.8,5.8,95.3,1,2,10,0
540,college,7.1,2.7,4.0,96.0,8,2,1,1
541,working_student,5.7,2.4,4.9,75.2,5,7,5,1
542,school,5.4,3.2,2.1,95.1,3,8,11,0
543,college,4.8,6.1,4.2,91.2,7,7,8,0
544,school,7.7,2.8,3.3,77.7,5,4,10,0
545,college,6.9,2.7,4.2,72.0,4,1,7,0
546,college,7.0,5.6,3.5,69.8,7,9,9,0
547,college,5.9,6.4,2.3,82.0,2,6,1,0
548,working_student,6.3,3.8,0.9,93.1,2,7,7,0
549,school,7.8,4.5,2.7,-5.0,9,3,3,1
550,working_student,6.5,7.9,4.1,70.9,5,8,7,0
551,college,4.7,3.7,2.3,80.6,4,2,8,1
552,working_student,7.9,4.2,3.9,92.6,3,9,10,0
553,school,6.5,2.6,5.3,67.1,1,4,9,0
554,college,7.4,3.2,0.3,89.9,7,10,1,0
555,working_student,5.5,7.4,3.3,93.0,8,6,9,1
556,college,4.9,3.7,3.5,87.4,8,8,7,1
557,working_student,6.3,8.8,1.0,74.9,1,5,10,0
558,college,4.2,7.1,0.7,78.9,4,5,11,0
559,school,6.7,1.7,3.9,80.0,4,5,7,0
560,college,7.8,4.9,5.4,96.3,4,8,4,0
561,college,7.3,8.7,3.4,81.3,7,5,8,1
562,college,9.1,6.2,2.3,74.4,4,8,10,0
563,college,5.2,2.9,3.9,90.7,10,1,12,0
564,college,9.3,2.7,2.2,93.0,7,6,8,0
565,college,5.3,5.4,2.6,99.4,3,10,9,0
566,college,5.7,3.3,4.1,86.5,9,6,7,1
567,college,4.4,3.4,2.0,62.5,9,5,6,1
568,school,6.5,2.0,2.3,76.7,2,4,4,0
569,college,5.0,5.2,0.2,81.4,1,3,11,0
570,college,7.1,3.3,5.6,75.1,7,7,9,1
571,working_student,5.8,3.7,1.3,73.8,5,7,4,0
572,school,6.7,1.6,3.5,76.0,6,10,11,0
573,college,6.2,7.2,3.3,82.5,2,8,5,0
574,working_student,5.9,5.2,3.6,77.4,3,4,5,0
575,college,8.0,2.0,3.6,78.3,8,1,6,1
576,working_student,2.6,7.3,2.4,82.0,7,4,9,1
577,college,5.1,5.7,4.0,77.5,7,5,6,1
578,college,6.8,6.6,1.0,64.1,7,6,3,1
579,school,9.3,0.9,2.9,80.1,9,6,6,0
580,college,5.6,4.5,1.7,86.1,5,7,3,1
581,school,6.5,4.5,3.2,78.0,5,6,4,0
582,college,4.7,7.8,5.0,79.7,6,3,3,1
583,school,7.2,2.0,1.8,64.2,4,8,6,0
584,college,5.1,6.2,2.7,78.5,7,6,6,1
585,school,7.5,3.9,4.4,49.4,8,9,6,0
586,college,7.7,7.5,1.1,72.0,8,6,7,0
587,college,3.0,7.1,2.5,90.5,5,6,5,0
588,school,7.2,2.0,2.6,71.6,8,5,1,0
589,college,9.7,5.2,1.5,93.0,8,5,12,1
590,college,8.3,5.1,2.7,93.9,5,7,12,0
591,school,6.9,3.2,1.2,82.8,3,8,4,0
592,school,7.8,3.1,2.4,99.8,2,7,5,0
593,working_student,3.4,7.1,4.9,75.0,5,7,5,0
594,college,7.4,3.6,7.6,93.0,3,7,3,1
595,college,4.9,6.2,3.3,80.4,8,2,5,1
596,working_student,7.9,5.2,3.3,84.7,5,3,5,1
597,college,4.9,6.8,2.8,90.8,6,5,5,1
598,school,9.1,3.8,0.4,97.0,3,2,1,0
599,working_student,6.8,6.5,4.1,99.8,8,8,11,1
600,school,8.1,4.5,2.8,100.0,6,4,1,0
601,college,7.0,5.7,5.2,86.4,8,4,6,0
602,college,8.7,1.6,1.6,78.6,7,6,11,0
603,college,8.4,5.7,3.3,77.2,3,6,7,0
604,college,8.8,4.2,6.0,84.6,1,9,8,0
605,college,7.2,4.7,4.6,99.1,5,6,12,0
606,college,5.7,1.9,4.9,95.6,6,6,10,0
607,college,7.4,6.2,3.8,90.3,8,4,10,1
608,college,3.8,9.1,3.6,87.3,6,8,12,0
609,college,5.6,4.6,2.9,82.0,6,5,5,1
610,college,8.1,5.3,0.4,79.7,5,7,4,0
611,college,6.9,4.5,1.4,97.1,3,7,9,0
612,school,7.9,4.5,4.8,84.0,2,7,11,0
613,working_student,5.7,7.3,6.2,99.7,2,5,4,0
614,school,9.2,3.9,2.7,81.8,6,1,8,1
615,working_student,7.1,5.7,1.7,67.7,7,5,8,0
616,school,6.5,1.1,1.7,76.8,6,10,8,0
617,school,7.4,5.6,3.2,82.3,3,6,5,0
618,college,8.1,0.6,0.9,83.1,6,5,1,0
619,school,7.9,3.5,3.5,75.6,5,9,8,0
620,school,6.6,3.5,4.9,72.3,4,1,10,0
621,school,8.2,4.1,4.9,76.4,3,5,4,1
622,college,4.2,4.0,2.4,96.9,7,1,8,0
623,college,8.1,0.1,1.5,81.9,3,4,7,0
624,college,6.7,3.4,6.8,95.7,7,7,6,1
625,college,5.3,6.3,3.5,90.2,6,6,10,0
626,college,6.8,3.3,2.2,87.4,5,8,4,0
627,college,7.8,3.9,3.8,83.6,4,5,7,0
628,college,7.5,4.7,4.8,76.7,8,6,1,1
629,college,4.8,2.0,8.7,67.4,5,8,4,1
630,school,8.0,3.3,0.4,81.2,7,1,7,0
631,working_student,5.0,5.0,3.2,63.6,1,9,6,0
632,working_student,4.6,6.9,5.9,95.7,9,7,6,1
633,college,5.9,4.6,7.1,67.2,5,5,8,0
634,school,6.2,2.2,3.6,99.7,9,4,5,0
635,college,6.5,5.8,1.2,94.2,4,6,2,1
636,working_student,5.7,5.5,2.3,96.1,4,7,1,0
637,college,4.1,1.0,0.8,90.4,7,6,11,0
638,college,7.5,5.1,5.4,97.6,5,6,3,1
639,working_student,6.3,7.1,2.2,83.8,4,7,11,0
640,college,6.0,3.9,1.9,73.6,3,4,6,0
641,working_student,6.8,5.5,5.5,78.3,8,5,4,1
642,school,7.5,3.9,0.9,73.9,2,9,11,0
643,school,8.7,1.8,3.8,94.4,4,6,10,0
644,college,8.6,4.6,3.4,73.6,6,3,7,0
645,working_student,5.9,2.1,3.6,88.6,8,4,10,0
646,college,8.0,5.2,6.2,72.7,6,4,7,0
647,school,6.8,3.4,5.1,83.7,7,8,8,0
648,school,7.4,3.9,2.3,77.3,1,3,6,0
649,working_student,5.6,1.9,6.8,99.6,9,6,2,1
650,college,5.1,5.5,3.3,87.9,1,3,7,0
651,college,3.8,8.9,6.6,75.2,1,9,5,0
652,working_student,6.5,8.8,5.1,92.0,9,6,1,1
653,college,7.1,8.6,5.6,82.0,10,9,6,1
654,working_student,6.0,2.0,4.2,86.5,9,6,6,1
655,college,8.9,4.0,2.3,84.0,2,9,3,0
656,college,6.5,4.8,5.0,96.6,7,2,4,0
657,school,7.3,2.1,2.3,77.2,5,3,8,0
658,school,9.3,4.0,3.9,94.1,3,1,1,0
659,college,6.9,3.7,0.4,67.6,3,3,2,0
660,college,9.6,4.4,5.5,98.1,8,3,5,1
661,college,7.8,4.1,5.1,98.0,9,6,2,1
662,college,5.1,8.7,3.7,61.5,6,7,1,1
663,college,5.3,2.2,2.8,87.1,9,5,8,1
664,school,6.1,3.1,2.0,81.7,5,7,9,0
665,school,7.4,2.9,2.2,74.1,5,3,10,0
666,college,6.4,3.6,4.8,93.6,8,7,6,1
667,college,5.1,1.9,3.9,75.5,6,8,4,0
668,college,6.5,7.1,1.5,89.7,7,3,10,1
669,college,9.2,1.7,6.3,89.2,6,6,9,0
670,college,7.7,1.8,2.9,92.5,4,6,12,0
671,school,8.3,2.3,0.6,87.9,9,1,12,0
672,school,6.7,1.7,0.8,71.5,6,4,12,0
673,school,7.2,5.2,4.2,96.9,7,3,1,1
674,school,7.1,4.2,3.5,86.7,5,8,9,0
675,school,6.1,3.5,4.5,96.4,1,6,6,0
676,working_student,6.1,5.6,0.3,82.0,8,6,2,1
677,college,9.9,9.4,3.5,86.4,2,6,3,0
678,college,6.5,4.1,4.7,82.0,4,7,6,0
679,school,9.1,2.9,2.1,86.2,6,3,8,0
680,college,6.1,4.0,1.4,77.9,3,4,7,1
681,college,6.9,4.5,3.5,87.9,9,6,7,0
682,college,5.5,18.0,1.2,59.1,6,9,1,1
683,working_student,5.0,4.5,3.5,84.3,5,4,7,0
684,college,8.9,2.2,4.4,95.8,6,7,6,0
685,college,6.8,0.7,3.8,70.0,4,8,12,0
686,school,7.3,2.8,3.4,95.1,3,7,12,0
687,working_student,6.2,3.4,3.2,74.5,7,4,8,1
688,college,7.2,5.2,3.7,84.7,1,4,6,0
689,college,5.6,5.9,5.7,73.7,5,8,3,0
690,college,5.0,0.7,0.9,82.0,7,9,4,0
691,college,9.3,4.5,1.3,85.9,6,6,10,0
692,working_student,5.6,4.3,3.3,69.0,9,5,7,0
693,college,7.6,7.6,6.6,73.7,2,7,1,0
694,college,9.0,5.1,0.7,86.5,6,7,6,0
695,working_student,5.1,7.4,3.5,89.2,3,6,1,0
696,college,4.6,6.1,2.3,91.9,8,6,5,1
697,college,4.5,8.7,4.6,78.5,7,7,7,1
698,working_student,4.7,9.5,6.1,57.7,9,5,10,1
699,college,6.4,3.8,3.5,83.0,9,8,12,0
700,college,6.8,6.8,4.1,75.2,6,8,11,1
701,school,7.2,4.4,8.3,80.3,4,3,2,0
702,working_student,4.3,5.7,2.1,70.8,7,7,3,1
703,college,3.0,4.7,3.5,91.4,8,2,11,1
704,working_student,4.2,6.0,0.2,78.0,7,9,11,1
705,college,6.0,4.1,7.4,63.5,8,3,9,1
706,school,7.0,2.1,3.5,82.0,1,6,9,0
707,working_student,5.7,7.5,2.0,85.1,6,8,4,0
708,college,8.9,6.3,6.0,81.8,9,4,8,1
709,college,7.9,2.9,4.0,90.5,5,7,5,0
710,working_student,4.1,9.3,6.3,82.0,1,2,12,1
711,school,7.8,1.0,3.4,60.7,2,6,11,0
712,college,7.6,3.3,3.8,90.8,6,6,7,0
713,college,5.8,3.5,4.5,72.2,6,3,3,1
714,college,8.8,4.5,4.4,92.2,9,6,11,1
715,college,7.7,1.9,1.5,67.3,4,5,4,0
716,college,5.7,5.4,2.3,92.4,1,3,1,0
717,school,6.2,4.7,0.7,74.9,10,6,7,1
718,college,6.3,2.7,2.8,78.3,7,5,3,1
719,college,5.2,2.1,0.1,73.6,2,3,12,0
720,college,4.9,6.4,6.2,0.0,8,6,8,1
721,college,6.5,2.0,0.3,96.4,7,5,5,0
722,college,5.7,3.4,3.5,82.7,5,1,9,0
723,college,4.7,1.6,0.7,67.3,6,4,11,0
724,working_student,3.8,6.9,5.6,82.0,3,8,10,1
725,working_student,7.4,4.3,2.1,77.6,8,4,1,1
726,school,7.5,1.7,2.8,97.4,6,5,7,0
727,college,3.6,6.7,4.6,80.9,6,5,4,1
728,school,8.4,4.9,4.0,88.4,3,7,3,0
729,college,6.4,5.8,0.3,97.0,1,7,12,0
730,working_student,7.6,5.1,5.0,80.4,10,8,2,0
731,college,3.4,5.5,6.9,89.6,6,9,1,1
732,college,7.7,4.6,2.8,87.1,6,1,12,0
733,college,7.0,6.1,4.4,68.6,8,7,4,1
734,college,5.4,6.3,6.0,97.0,7,8,4,1
735,working_student,8.2,3.1,8.2,96.6,4,6,5,0
736,school,6.5,2.7,2.3,68.0,5,7,12,0
737,college,5.1,4.5,6.2,70.0,5,1,12,1
738,school,7.4,2.6,1.9,81.6,7,5,5,0
739,college,5.7,4.5,6.0,59.1,6,4,8,0
740,school,9.1,3.9,6.1,93.7,7,10,5,0
741,college,7.0,7.6,3.3,82.0,6,7,10,0
742,working_student,6.8,7.7,5.1,83.8,5,3,2,1
743,school,7.2,3.8,3.9,78.5,8,9,12,1
744,college,3.8,3.0,4.9,79.3,5,5,12,0
745,college,3.6,6.6,5.9,81.9,6,6,11,0
746,college,6.1,4.6,2.0,72.8,4,9,7,0
747,school,5.7,0.6,3.5,73.9,5,4,3,0
748,college,7.6,5.0,0.1,89.4,4,5,12,0
749,college,5.1,4.5,4.2,84.4,5,7,3,0
750,working_student,4.7,7.5,0.7,85.0,3,8,9,0
751,school,6.2,2.3,2.2,78.0,7,4,4,0
752,working_student,4.9,6.5,6.0,85.2,4,6,3,0
753,working_student,7.3,3.9,4.3,71.3,5,5,5,0
754,college,5.1,7.9,4.0,77.6,4,4,6,0
755,school,6.9,4.2,1.4,98.6,2,7,5,0
756,school,4.7,4.5,3.5,67.9,5,9,3,0
757,college,6.2,4.0,4.0,82.0,4,9,8,0
758,school,7.3,4.8,3.8,91.2,5,7,10,0
759,school,7.0,1.7,1.1,89.3,2,7,4,0
760,college,5.3,6.7,2.3,63.6,6,5,11,0
761,college,3.7,3.7,5.6,73.5,1,7,6,0
762,working_student,5.2,4.4,3.6,93.0,1,6,11,0
763,college,4.0,4.7,2.3,54.5,6,6,11,0
764,college,5.7,5.3,6.5,67.0,4,9,4,0
765,college,4.0,6.1,8.4,90.2,2,7,6,1
766,college,5.6,5.2,5.9,79.9,8,10,1,1
767,college,6.6,3.4,5.4,92.2,5,7,10,1
768,college,6.6,1.0,3.4,57.9,8,4,10,0
769,school,7.1,0.0,5.7,84.1,2,3,12,0
770,working_student,8.0,6.4,4.8,63.8,4,6,8,0
771,college,5.4,3.5,4.2,81.3,5,8,10,0
772,college,7.0,6.6,3.5,90.8,7,4,7,1
773,school,7.2,2.5,3.5,96.1,2,5,4,0
774,school,8.7,3.7,6.0,80.1,3,3,8,0
775,college,5.6,5.3,4.4,89.9,7,7,6,1
776,college,7.9,6.0,7.0,63.2,5,7,12,0
777,college,7.4,4.4,1.7,69.2,7,2,8,1
778,working_student,5.7,4.5,3.1,74.9,1,5,10,0
779,working_student,5.3,6.4,2.5,86.3,9,3,7,1
780,working_student,7.0,7.9,2.3,63.3,7,7,9,0
781,college,6.7,3.2,3.6,97.7,8,8,10,0
782,college,7.9,4.3,3.5,80.7,6,1,2,0
783,working_student,5.1,0.7,0.5,73.4,8,6,7,0
784,college,3.7,6.8,2.7,77.6,3,4,4,0
785,college,7.4,2.4,4.4,77.3,4,5,11,0
786,college,7.9,4.0,2.0,72.8,7,9,11,0
787,college,6.1,5.0,0.8,89.9,8,7,5,0
788,college,8.6,4.0,2.4,82.0,8,7,6,0
789,college,5.7,3.8,3.5,87.1,6,4,9,0
790,school,6.4,1.0,1.3,76.6,8,7,8,0
791,working_student,6.5,8.6,2.7,92.0,6,7,3,1
792,college,6.5,10.0,5.9,86.4,6,6,8,0
793,college,3.6,5.7,7.1,96.4,6,4,8,0
794,college,6.6,5.1,4.4,83.1,4,7,8,0
795,school,9.1,2.1,1.2,90.4,3,8,8,0
796,working_student,6.3,4.0,3.5,69.4,7,6,7,0
797,college,6.5,6.4,3.3,80.2,2,4,9,0
798,school,8.2,3.7,2.1,93.3,5,5,10,0
799,college,3.4,7.5,1.4,79.1,4,10,12,0
800,school,6.9,2.1,1.5,80.8,10,3,8,0
801,school,7.7,0.6,4.9,94.8,9,4,9,1
802,college,7.6,9.9,3.5,72.0,6,8,4,1
803,college,8.5,6.2,2.9,65.8,6,7,5,1
804,college,7.3,7.5,1.6,58.6,7,6,8,1
805,college,6.5,4.9,3.3,100.0,3,9,4,0
806,working_student,2.2,3.6,0.8,76.4,2,1,10,0
807,college,8.1,4.5,1.2,68.8,6,5,8,0
808,working_student,6.7,7.9,0.7,90.5,6,9,10,0
809,school,7.2,4.7,4.8,60.5,6,5,3,0
810,college,9.8,6.8,3.4,78.9,8,6,9,0
811,working_student,7.3,7.1,3.7,78.8,8,4,4,1
812,college,4.0,3.6,2.6,66.4,8,2,11,1
813,school,6.9,4.5,8.1,78.1,5,4,8,0
814,working_student,5.3,3.1,2.1,87.2,3,2,4,0
815,working_student,7.8,2.6,3.9,99.6,5,7,7,0
816,college,7.2,7.4,5.6,82.0,7,3,3,0
817,working_student,6.1,7.7,3.3,91.6,7,6,10,1
818,school,7.2,5.1,5.7,89.3,8,3,6,1
819,school,7.7,3.2,3.8,82.0,4,4,8,0
820,college,5.2,2.0,5.2,93.3,5,4,11,0
821,school,7.6,5.3,6.2,94.2,3,5,8,0
822,working_student,5.1,5.6,7.7,85.1,3,6,4,0
823,working_student,6.5,5.5,3.6,60.3,8,8,1,0
824,college,4.8,9.0,4.2,74.3,2,5,7,0
825,school,7.5,3.1,8.0,94.2,6,3,4,1
826,college,7.5,7.0,1.9,70.2,4,8,7,0
827,college,6.3,3.0,0.1,71.0,7,6,9,0
828,college,6.7,3.5,6.1,99.5,6,5,12,0
829,college,5.6,2.2,3.5,64.0,8,3,12,0
830,college,6.4,4.5,1.1,81.0,5,10,9,0
831,school,7.7,4.8,4.9,93.8,8,1,10,0
832,college,6.5,2.3,1.6,71.3,7,8,12,0
833,school,7.6,1.9,1.0,75.4,1,6,4,0
834,college,7.1,4.0,1.0,82.8,3,8,7,0
835,college,6.6,7.7,6.0,86.6,2,8,12,0
836,college,6.5,4.5,1.1,79.0,5,5,8,0
837,school,5.9,2.7,2.5,72.6,4,5,1,0
838,college,7.9,5.0,5.7,68.6,1,3,12,0
839,working_student,7.3,10.3,4.7,78.0,6,3,5,1
840,school,7.6,2.4,4.1,95.5,2,5,2,0
841,working_student,5.5,4.5,1.3,80.5,10,7,12,1
842,working_student,4.4,8.7,0.0,97.9,8,9,6,1
843,college,4.4,3.4,3.4,82.5,2,6,12,0
844,college,8.1,4.5,1.1,71.6,7,2,7,1
845,college,3.2,1.9,4.7,73.1,8,5,12,1
846,school,7.8,3.6,4.6,97.2,4,6,7,0
847,college,8.9,2.2,3.0,55.0,7,7,2,0
848,college,3.6,4.7,2.7,83.8,10,7,1,1
849,college,5.1,5.1,4.6,88.3,7,4,7,1
850,school,6.7,1.8,3.5,72.6,1,6,11,0
851,working_student,4.3,7.5,1.2,95.9,7,4,2,1
852,working_student,5.5,7.5,3.2,93.5,1,6,10,0
853,school,9.0,2.6,5.1,67.2,5,6,3,0
854,working_student,7.8,8.4,4.9,94.8,7,10,12,1
855,college,4.2,9.5,3.1,87.2,6,3,5,1
856,working_student,5.9,8.3,4.7,83.4,7,6,9,0
857,working_student,6.7,5.4,3.3,85.2,5,3,9,0
858,college,6.8,0.8,3.5,67.9,3,5,6,0
859,school,5.0,2.9,5.2,95.2,4,6,1,0
860,school,5.4,4.8,2.2,95.7,10,10,11,1
861,college,7.8,3.9,1.1,77.0,8,9,9,1
862,college,7.0,3.7,2.2,82.0,5,8,4,0
863,school,4.9,3.2,3.7,66.5,3,6,6,1
864,school,9.4,2.8,6.1,90.9,5,7,8,0
865,working_student,6.7,4.1,6.1,97.2,4,6,12,0
866,college,6.6,6.7,5.7,90.1,8,8,6,1
867,college,6.4,4.0,4.2,82.0,8,6,5,1
868,college,5.5,6.0,2.9,75.8,5,10,7,0
869,school,7.7,4.6,5.5,81.5,7,1,7,1
870,college,6.0,3.7,4.4,88.6,5,8,2,0
871,college,8.4,5.4,4.1,86.5,3,6,9,0
872,working_student,7.1,7.5,4.6,86.7,9,6,2,1
873,school,7.7,3.0,3.4,81.0,10,9,2,1
874,working_student,4.3,4.5,3.1,70.0,4,9,2,0
875,working_student,3.7,5.4,7.0,62.9,9,6,5,1
876,college,8.7,7.4,3.7,85.9,5,7,10,0
877,working_student,4.9,4.6,3.2,88.5,7,2,1,1
878,working_student,4.4,4.8,1.4,83.5,7,2,8,0
879,working_student,3.8,7.0,2.5,73.8,5,8,4,0
880,working_student,6.4,6.5,2.3,89.4,9,6,3,1
881,college,5.9,4.5,3.4,85.4,5,8,1,0
882,college,5.4,3.2,3.8,97.7,2,8,6,0
883,school,7.8,4.9,3.6,67.4,4,4,3,0
884,working_student,5.5,3.5,1.4,77.0,7,10,4,0
885,college,8.4,7.0,0.8,80.7,5,1,5,0
886,school,6.2,3.3,5.0,71.1,10,7,6,0
887,college,4.6,6.4,3.3,79.0,8,6,11,1
888,school,8.2,2.4,3.9,68.0,2,2,10,0
889,college,3.6,5.8,5.3,75.5,4,6,11,0
890,college,5.4,3.8,2.1,70.5,5,10,10,0
891,school,7.5,4.4,6.4,99.9,8,8,7,1
892,school,8.3,2.4,2.5,59.8,5,8,6,0
893,college,6.1,6.2,3.3,84.2,10,9,8,1
894,college,4.5,4.7,3.6,71.6,6,6,7,0
895,college,4.0,4.1,5.4,86.0,5,5,7,0
896,college,5.3,4.5,2.2,76.5,2,7,8,0
897,school,9.4,1.3,0.2,87.3,6,8,3,0
898,college,4.6,5.4,0.5,97.2,8,5,3,0
899,school,7.3,4.4,1.3,97.3,1,8,8,1
900,school,5.6,5.3,5.0,87.6,7,6,4,1
901,college,9.3,6.6,3.7,67.2,6,6,3,0
902,college,6.5,3.6,1.4,64.0,4,10,7,0
903,college,7.7,4.1,0.4,-5.0,7,1,11,0
904,working_student,8.1,4.2,3.9,84.2,4,2,5,0
905,college,6.1,4.5,5.6,87.5,3,3,7,0
906,school,6.8,1.0,0.2,66.7,1,9,11,0
907,school,6.8,5.5,3.1,90.2,4,5,11,0
908,college,6.6,4.5,0.8,64.1,2,5,5,0
909,college,6.7,5.9,6.4,65.1,8,9,12,0
910,college,7.0,3.8,2.6,75.2,5,8,7,0
911,college,6.5,2.1,3.8,85.9,4,6,1,0
912,working_student,5.6,2.1,2.6,82.0,9,6,10,0
913,college,7.7,5.5,1.4,79.1,6,4,5,1
914,college,5.0,4.5,4.5,89.1,3,3,8,0
915,college,7.5,3.8,8.2,90.7,3,4,6,0
916,school,8.4,3.7,3.5,80.2,5,6,7,0
917,college,9.2,5.0,6.3,76.9,4,8,10,0
918,college,4.9,1.8,5.7,94.3,4,4,12,0
919,college,5.1,7.6,5.3,89.7,6,7,4,0
920,college,4.8,2.5,5.9,82.0,6,5,7,0
921,school,6.0,2.3,3.1,72.0,10,7,12,1
922,college,7.5,6.8,4.6,55.0,5,8,9,0
923,school,8.0,2.4,0.8,88.5,4,6,8,0
924,college,4.5,8.2,4.5,82.0,8,6,7,0
925,working_student,6.5,6.2,4.9,94.0,4,6,4,0
926,college,7.8,8.4,0.7,95.6,5,6,7,1
927,college,6.1,4.9,5.5,76.0,8,6,7,1
928,working_student,6.5,6.8,3.5,62.6,6,7,7,0
929,school,7.3,3.4,2.8,90.9,9,4,1,1
930,working_student,7.1,4.5,6.5,82.7,10,6,4,1
931,school,7.5,3.9,3.0,65.7,6,4,4,0
932,college,4.8,8.0,7.6,72.3,3,8,5,0
933,college,4.4,4.5,5.1,88.2,2,7,8,0
934,working_student,2.8,5.9,2.1,86.3,7,6,2,1
935,school,8.4,2.4,3.5,86.2,3,4,12,0
936,college,8.9,6.2,3.5,74.1,8,3,2,1
937,school,6.5,3.2,6.5,82.1,2,2,7,0
938,working_student,5.7,4.3,3.5,74.7,6,3,12,0
939,college,3.9,5.8,2.7,96.2,10,6,3,1
940,working_student,8.0,6.2,4.4,82.0,5,4,11,1
941,working_student,7.4,4.0,1.3,65.2,6,6,1,0
942,college,8.3,3.8,4.3,84.6,7,4,7,0
943,college,8.0,4.5,2.8,77.5,6,5,12,0
944,school,6.3,1.6,4.1,90.5,8,9,11,0
945,school,9.2,5.5,5.2,58.6,9,3,2,1
946,college,5.1,5.6,1.6,70.2,5,9,1,0
947,school,6.5,0.5,3.2,97.8,6,9,2,0
948,college,9.6,6.7,6.5,77.9,8,6,1,1
949,college,6.5,4.7,3.2,70.9,7,5,9,0
950,college,5.7,8.5,0.2,91.8,9,7,12,1
951,school,6.6,2.2,4.4,75.3,3,2,2,0
952,school,4.6,2.1,0.9,82.0,9,8,8,1
953,working_student,3.9,7.5,0.9,82.0,9,5,7,1
954,college,4.2,4.8,8.2,75.7,5,7,4,0
955,school,8.0,12.4,1.9,60.2,6,4,6,0
956,working_student,3.6,9.4,4.2,83.2,8,3,5,1
957,school,7.1,1.0,2.8,81.7,4,1,4,0
958,college,5.4,5.4,5.5,98.2,7,2,4,0
959,working_student,8.4,6.7,0.6,98.2,8,1,11,1
960,college,4.5,4.5,4.5,92.1,4,8,8,0
961,college,4.9,9.7,6.3,82.0,7,2,11,1
962,working_student,5.2,7.9,3.5,76.6,3,5,5,1
963,college,5.2,8.6,5.1,93.6,1,5,5,1
964,college,8.1,4.7,3.2,87.6,5,6,9,1
965,college,5.9,4.9,1.2,88.3,9,6,5,0
966,college,5.5,6.7,1.1,82.0,6,4,7,0
967,college,6.5,5.4,0.3,62.5,8,9,10,0
968,working_student,6.1,6.3,5.8,78.4,1,7,6,0
969,school,7.0,3.4,7.6,68.3,7,7,11,1
970,college,6.9,4.0,2.6,72.3,9,8,6,0
971,college,3.8,7.9,4.1,89.6,5,8,7,1
972,college,7.8,4.7,3.1,91.2,1,6,11,0
973,college,5.9,4.7,4.9,81.6,8,4,12,1
974,college,6.2,1.1,2.5,79.1,7,8,4,0
975,college,6.5,4.4,3.7,79.1,7,7,6,0
976,college,8.4,2.9,2.4,76.5,5,4,1,1
977,college,8.0,3.8,3.3,83.9,8,6,3,0
978,school,6.2,2.0,2.0,66.6,5,6,5,0
